Category,Commodity,Test Type,Parameter,Units,Test Description,Compliance,Test TAT,Method,Key_Parameter,Min. Value,Max Value,Min FSSAI Acceptable Value,Max FSSAI Acceptable Value,Min FSSAI Acceptable Value - Organic,Max FSSAI Acceptable Value - Organic,Price,Key Parameter (For Organic),,"Category, Commodity, Parameter",,,,Unique Category,Unique Commodity,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,"Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Enterobacteriaceae, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Chilli whole Enterobacteriaceae, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Extraneous matter,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,1,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Extraneous matter,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Moisture, %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,11,0,11,100,Yes,,"Herbs, Spices & Condiments Chilli whole Moisture, %",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Insect damaged matter,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,1,0,1,100,Yes,,"Herbs, Spices & Condiments Chilli whole Insect damaged matter,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Salmonella, Per 25g",Per 25g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,25,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Salmonella, Per 25g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Staphylococcus aureus, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Chilli whole Staphylococcus aureus, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Sulfite reducing clostridia, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,100,0,100,100,Yes,,"Herbs, Spices & Condiments Chilli whole Sulfite reducing clostridia, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Total ash (on dry basis), %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,8,0,8,100,Yes,,"Herbs, Spices & Condiments Chilli whole Total ash (on dry basis), %",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Quality Parameters,"Unripe and marked fruits,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,2,0,2,100,Yes,,"Herbs, Spices & Condiments Chilli whole Unripe and marked fruits,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Microbiology,"Yeast and Moulds, CFU/g",CFU/g,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100000000,0,10000,0,10000,100,Yes,,"Herbs, Spices & Condiments Chilli whole Yeast and Moulds, CFU/g",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,Artificial Colours,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Artificial Colours",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,Coal tar dyes,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,1000,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Coal tar dyes",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,"Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Dirt, dust, straw, insect, damaged seeds, other seeds, rodent hair and excreta,%",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,"Sand, dirt, earth, gritty matter, %",%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,0,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Sand, dirt, earth, gritty matter, %",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,Saw dust,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Saw dust",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Adulterants,Starch powder,%,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,Yes,0,100,0,0,0,0,100,Yes,,"Herbs, Spices & Condiments Chilli whole Starch powder",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"2,4-Dichlorophenoxy Acetic Acid",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole 2,4-Dichlorophenoxy Acetic Acid",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Acephate (expressed as mixture of Methamidophos and acephate).,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Acephate (expressed as mixture of Methamidophos and acephate).",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Alachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Alachlor",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Alpha cypermethrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Alpha cypermethrin",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Ametroctradin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Ametroctradin",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Anilophos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Anilophos",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Atrazine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Atrazine",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Azimsulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Azimsulfuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Benfuracarb,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Benfuracarb",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Sum of benomyl and carbendazim expressed as carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Sum of benomyl and carbendazim expressed as carbendazim",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Bensulfuron Methyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Bensulfuron Methyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Beta Cyfluthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Beta Cyfluthrin",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Bifenthrin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Bifenthrin",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Bispyribac Sodium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Bispyribac Sodium",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Bitertanol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Bitertanol",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Butachlor,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Butachlor",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Captan,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Captan",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Carbendazim,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Carbendazim",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Banned Pesticide Residue,Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Carbofuran (sum of carbofuran and 3-hydroxy carbofuran expressed as carbofuran)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Carfentrazone Ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Carfentrazone Ethyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Carpropamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Carpropamid",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cartap Hydrochloride,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cartap Hydrochloride",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlorfluazuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlorfluazuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlorimuron ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlorimuron ethyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlormequat Chloride (CCC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlormequat Chloride (CCC)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlorothalonil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlorothalonil",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlorpropham,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlorpropham",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chlorpyriphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlorpyriphos",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chlothianidin (Chlothianidin and its metabolites Thiazolymethylguanidine (TMG), Thiazolymethylurea (TZMU), Methylnitroguanidine (MNG) TMG)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Chromafenozide,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Chromafenozide",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cinmethylene,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cinmethylene",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Clodinafop-propargyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Clodinafop-propargyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Clomazone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Clomazone",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Copper Hydroxide (Copper determined as elemental copper),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Copper Hydroxide (Copper determined as elemental copper)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Copper Oxychloride (Copper determined as elemental copper), mg/ kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Copper Oxychloride (Copper determined as elemental copper), mg/ kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Copper Sulphate (Copper determined as elemental copper,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Copper Sulphate (Copper determined as elemental copper",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cyazofamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cyazofamid",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cyhalofop-butyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cyhalofop-butyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cymoxanil,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cymoxanil",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Cypermethrin (sum of isomers) (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Cypermethrin (sum of isomers) (Fat soluble residue)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dichlorvos (DDVP) (content of di- chloroacetaldehyde (D.C.A.) be reported where possible)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Diclofop (sum diclofop-methyl and diclofop
acid expressed as diclofop-methyl)”",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Diclosulam,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Diclosulam",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Diflubenzuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Diflubenzuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dimethomorph,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dimethomorph",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dinocap,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dinocap",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dinotefuran,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dinotefuran",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dithianon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dithianon",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Diuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Diuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Dodine,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Dodine",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Edifenphos,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Edifenphos",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Emamectin Benzoate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Emamectin Benzoate",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Epoxyconazole, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Epoxyconazole, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Ethephon,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Ethephon",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Ethion(Residues to be determined as ethion and its oxygen analogue and expressed as ethion)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Ethofenprox (Etofenprox),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Ethofenprox (Etofenprox)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Ethoxysulfuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Ethoxysulfuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Etoxazole,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Etoxazole",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Famoxadone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Famoxadone",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fenamidone,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fenamidone",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fenarimol,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fenarimol",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fenobucarb (BPMC),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fenobucarb (BPMC)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fenoxaprop-p-ethyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fenoxaprop-p-ethyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fenvalerate (Fat soluble residue),mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fenvalerate (Fat soluble residue)",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Flonicamid,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Flonicamid",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fluazifop-p-butyl,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fluazifop-p-butyl",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fluchloralin,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fluchloralin",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Flufenacet,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Flufenacet",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Fluvalinate,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fluvalinate",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Forchlorfenuron,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Forchlorfenuron",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,"Fosetyl-Al, mg/kg",mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Fosetyl-Al, mg/kg",,,,,,,
"Herbs, Spices & Condiments",Chilli whole,Pesticide Residue,Glufosinate Ammonium,mg/kg,FSSAI Manual of Methods of Analysis of Foods,FSSAI,,,No,0,10000,0,0.1,0,0.005,1000,No,,"Herbs, Spices & Condiments Chilli whole Glufosinate Ammonium",,,,,,,
